date,total_opps,long,short,win_rate,avg_rr,tp_hits,sl_hits,timeouts,sweep_count,double_sweep,displacement_count,retest_avg_depth,avg_regime,avg_volatility_ratio,avg_trend_bias
2021-09-26,56,28,28,0.196,-0.411,11,45,0,10,8,10,0.4314,0.0,1.017,1.0
2021-09-27,192,96,96,0.357,0.095,66,119,7,14,12,34,0.4481,0.55,1.02,-0.583
2021-09-28,192,96,96,0.271,-0.132,45,121,26,18,6,44,0.2154,0.79,1.04,-0.062
2021-09-29,192,96,96,0.367,0.085,69,119,4,14,0,30,0.6078,0.85,1.026,-0.562
2021-09-30,192,96,96,0.376,0.141,70,116,6,12,0,42,0.3286,0.96,1.036,-0.375
2021-10-01,136,68,68,0.227,-0.31,29,99,8,18,8,20,0.3153,0.88,1.019,0.912
2021-10-03,56,28,28,0.321,-0.036,18,38,0,0,0,14,0.0,0.0,1.008,0.071
2021-10-04,192,96,96,0.337,0.026,64,126,2,10,0,38,0.5819,0.53,1.004,-0.208
2021-10-05,192,96,96,0.318,-0.047,61,131,0,18,0,32,0.3253,0.5,1.013,-0.583
2021-10-06,192,96,96,0.297,-0.036,51,121,20,26,14,38,0.5034,0.77,1.01,-0.188
2021-10-07,192,96,96,0.321,-0.021,59,125,8,20,2,44,0.4466,0.44,1.038,-0.021
2021-10-08,136,68,68,0.346,0.034,44,83,9,8,0,30,0.471,0.79,1.032,0.294
2021-10-10,56,28,28,0.25,-0.25,14,42,0,10,2,10,0.1769,0.0,0.976,0.357
2021-10-11,192,96,96,0.385,0.156,74,118,0,8,2,44,0.4779,0.39,0.996,-0.333
2021-10-12,192,96,96,0.365,0.094,70,122,0,10,0,44,0.2447,0.54,1.023,-0.146
2021-10-13,192,96,96,0.319,-0.039,60,128,4,18,2,42,0.438,0.61,1.02,0.812
2021-10-14,192,96,96,0.326,0.002,61,126,5,8,0,46,0.0358,0.41,1.022,0.062
2021-10-15,136,68,68,0.294,-0.118,40,96,0,12,10,36,0.3701,0.69,1.058,-0.029
2021-10-17,56,28,28,0.375,0.125,21,35,0,2,0,18,0.0,0.0,0.964,-0.214
2021-10-18,192,96,96,0.37,0.109,71,121,0,20,16,52,0.2438,0.55,1.037,0.542
2021-10-19,190,95,95,0.319,-0.033,59,126,5,20,0,38,0.5273,0.56,1.005,-0.053
2021-10-20,192,96,96,0.38,0.169,71,116,5,6,0,38,0.4409,0.52,0.999,0.521
2021-10-21,192,96,96,0.239,-0.264,45,143,4,42,18,28,0.4606,0.47,1.002,-0.562
2021-10-22,136,68,68,0.271,-0.148,36,97,3,12,6,28,0.3308,0.84,1.066,0.382
2021-10-24,56,28,28,0.286,-0.143,16,40,0,2,0,20,0.3409,0.0,1.035,1.0
2021-10-25,192,96,96,0.315,-0.025,57,124,11,14,0,54,0.4236,0.52,0.995,-0.667
2021-10-26,192,96,96,0.319,-0.035,61,130,1,28,10,40,0.5888,0.44,1.001,-0.083
2021-10-27,192,96,96,0.385,0.156,74,118,0,8,0,40,0.5834,0.68,1.07,0.0
2021-10-28,192,96,96,0.315,0.009,52,113,27,30,22,38,0.2868,0.88,1.015,0.438
2021-10-29,136,68,68,0.367,0.132,44,76,16,10,0,40,0.2101,1.07,1.096,-1.0
2021-10-31,64,32,32,0.375,0.125,24,40,0,2,0,12,0.8634,0.06,0.881,-1.0
2021-11-01,192,96,96,0.295,-0.116,56,134,2,30,12,38,0.4339,0.55,1.013,0.562
2021-11-02,192,96,96,0.22,-0.286,38,135,19,12,4,40,0.5131,0.71,0.991,-0.292
2021-11-03,192,96,96,0.347,0.058,66,124,2,30,14,46,0.3432,0.8,1.043,0.438
2021-11-04,192,96,96,0.331,-0.013,60,121,11,14,6,38,0.2899,0.66,1.023,-0.521
2021-11-05,128,64,64,0.272,-0.167,34,91,3,8,0,30,0.6424,1.08,1.072,0.188
2021-11-07,56,28,28,0.304,-0.089,17,39,0,4,0,4,0.0,0.25,0.841,0.0
2021-11-08,192,96,96,0.309,-0.032,56,125,11,24,12,36,0.3413,0.54,1.041,0.604
2021-11-09,192,96,96,0.341,0.03,61,118,13,18,2,40,0.4686,0.7,1.0,0.042
2021-11-10,192,96,96,0.301,-0.081,56,130,6,12,0,40,0.428,1.1,1.047,-0.979
2021-11-11,192,96,96,0.342,0.042,65,125,2,22,6,26,0.3662,0.85,0.966,-0.771
2021-11-12,136,68,68,0.312,0.004,40,88,8,18,2,36,0.4912,0.82,1.058,0.147
2021-11-14,56,28,28,0.286,-0.143,16,40,0,6,14,16,0.4184,0.0,0.986,0.071
2021-11-15,192,96,96,0.339,0.016,65,127,0,26,12,44,0.5076,1.01,1.033,-0.542
2021-11-16,192,96,96,0.337,0.023,64,126,2,8,0,44,0.4086,1.01,1.081,-0.792
2021-11-17,192,96,96,0.362,0.107,68,120,4,36,12,32,0.4197,1.3,0.955,0.479
2021-11-18,192,96,96,0.332,0.0,63,127,2,16,6,42,0.2916,0.75,0.995,0.438
2021-11-19,136,68,68,0.441,0.324,60,76,0,8,0,38,0.4274,1.4,1.072,-0.676
2021-11-21,56,28,28,0.321,-0.036,18,38,0,2,0,12,0.0,0.79,1.048,-1.0
2021-11-22,192,96,96,0.284,-0.14,54,136,2,12,8,28,0.4451,1.06,0.993,-0.562
2021-11-23,192,96,96,0.365,0.094,70,122,0,20,0,32,0.5057,0.96,1.035,-0.375
2021-11-24,192,96,96,0.319,-0.005,58,124,10,18,10,42,0.335,0.9,0.998,-0.042
2021-11-25,192,96,96,0.305,-0.079,58,132,2,34,10,28,0.4738,0.52,1.063,0.229
2021-11-26,136,68,68,0.346,0.037,47,89,0,12,0,28,0.6523,1.63,1.093,1.0
2021-11-28,56,28,28,0.393,0.179,22,34,0,4,0,6,0.0,1.29,0.845,-0.786
2021-11-29,192,96,96,0.359,0.078,69,123,0,18,0,32,0.4793,0.73,1.001,0.062
2021-11-30,192,96,96,0.37,0.14,68,116,8,16,4,40,0.4052,1.42,1.048,0.354
2021-12-01,192,96,96,0.291,-0.123,55,134,3,10,4,40,0.5825,1.14,1.022,-0.125
2021-12-02,192,96,96,0.265,-0.157,48,133,11,22,4,46,0.3572,0.77,1.015,-0.521
2021-12-03,136,68,68,0.328,-0.019,44,90,2,10,6,24,0.2131,1.28,1.061,0.059
2021-12-05,56,28,28,0.393,0.179,22,34,0,2,0,10,0.0,0.64,0.846,-0.714
2021-12-06,192,96,96,0.258,-0.167,47,135,10,34,20,38,0.3613,0.72,1.012,-0.125
2021-12-07,192,96,96,0.354,0.062,68,124,0,16,8,32,0.5362,0.85,1.017,0.146
2021-12-08,192,96,96,0.332,0.018,62,125,5,32,14,36,0.702,0.85,1.032,0.354
2021-12-09,192,96,96,0.267,-0.116,48,132,12,22,0,40,0.5023,0.66,1.002,-0.562
2021-12-10,136,68,68,0.312,0.008,39,86,11,18,0,24,0.4827,1.06,1.059,0.176
2021-12-12,54,27,27,0.352,0.056,19,35,0,6,6,18,0.5955,0.04,0.972,-0.259
2021-12-13,192,96,96,0.37,0.109,71,121,0,14,2,62,0.4936,0.73,1.039,-0.417
2021-12-14,192,96,96,0.333,0.004,63,126,3,12,0,46,0.5865,0.59,0.989,-0.25
2021-12-15,192,96,96,0.318,-0.024,56,120,16,24,0,44,0.4428,1.07,1.047,0.271
2021-12-16,192,96,96,0.423,0.28,80,109,3,12,8,36,0.4094,0.78,1.022,0.458
2021-12-17,136,68,68,0.434,0.301,59,77,0,14,0,44,0.6218,1.16,1.064,-0.529
2021-12-19,56,28,28,0.375,0.125,21,35,0,8,0,12,0.6062,0.11,0.913,-0.571
2021-12-20,192,96,96,0.315,-0.047,58,126,8,18,4,28,0.3793,0.72,0.98,0.417
2021-12-21,192,96,96,0.354,0.062,68,124,0,26,8,32,0.5632,0.71,1.038,0.083
2021-12-22,192,96,96,0.335,0.028,63,125,4,24,6,32,0.4791,0.88,0.977,0.521
2021-12-23,192,96,96,0.354,0.072,63,115,14,12,0,40,0.4638,0.69,1.066,-0.125
2021-12-24,136,68,68,0.343,0.038,46,88,2,16,0,44,0.435,0.59,1.146,-0.176
2021-12-26,56,28,28,0.218,-0.338,12,43,1,0,0,8,0.0,0.96,0.648,0.714
2021-12-27,190,95,95,0.283,-0.113,51,129,10,12,8,42,0.3709,0.43,1.036,0.074
2021-12-28,192,96,96,0.357,0.085,65,117,10,22,0,44,0.5146,0.54,1.029,-0.208
2021-12-29,192,96,96,0.384,0.15,73,117,2,8,0,44,0.4258,0.7,1.019,0.229
2021-12-30,192,96,96,0.337,0.024,62,122,8,14,2,50,0.4788,0.82,1.001,-0.104
2021-12-31,136,68,68,0.338,0.015,46,90,0,10,10,38,0.3129,1.26,1.119,0.559
2022-01-02,56,28,28,0.375,0.125,21,35,0,2,0,10,0.0,0.89,0.984,-0.786
2022-01-03,192,96,96,0.274,-0.143,51,135,6,24,10,42,0.355,0.94,1.012,-0.312
2022-01-04,192,96,96,0.283,-0.132,51,129,12,4,0,50,0.0156,1.08,0.992,-0.292
2022-01-05,192,96,96,0.293,-0.112,55,133,4,32,10,46,0.5169,0.99,1.035,0.333
2022-01-06,192,96,96,0.27,-0.135,47,127,18,18,8,42,0.3517,1.08,0.996,-0.229
2022-01-07,136,68,68,0.295,-0.071,38,91,7,16,10,18,0.597,0.91,1.057,0.706
2022-01-09,56,28,28,0.339,0.018,19,37,0,4,0,10,0.3769,0.0,0.978,-0.071
2022-01-10,192,96,96,0.333,0.024,63,126,3,22,10,30,0.4978,0.81,1.007,0.042
2022-01-11,192,96,96,0.255,-0.19,47,137,8,34,18,42,0.4547,0.76,1.003,0.521
2022-01-12,192,96,96,0.272,-0.138,49,131,12,28,6,36,0.3366,0.78,1.058,0.479
2022-01-13,192,96,96,0.255,-0.215,47,137,8,10,0,44,0.4351,0.95,1.028,0.229
2022-01-14,136,68,68,0.336,0.045,43,85,8,12,0,26,0.647,1.06,1.028,-0.676
2022-01-16,56,28,28,0.304,-0.089,17,39,0,6,0,12,0.4459,0.07,0.934,-0.429
2022-01-17,192,96,96,0.33,0.051,59,120,13,20,16,48,0.36,0.67,1.08,0.021
2022-01-18,190,95,95,0.342,0.049,63,121,6,34,24,42,0.458,1.11,0.959,-0.916
2022-01-19,192,96,96,0.266,-0.188,50,138,4,26,12,40,0.5436,0.73,1.028,0.729
2022-01-20,192,96,96,0.359,0.078,69,123,0,14,0,48,0.5181,0.96,1.016,-0.542
2022-01-21,136,68,68,0.333,0.075,43,86,7,18,10,22,0.3222,0.87,1.04,0.706
2022-01-23,56,28,28,0.393,0.179,22,34,0,6,0,6,0.4829,0.0,0.9,-1.0
2022-01-24,192,96,96,0.347,0.058,66,124,2,18,14,54,0.2527,0.95,1.036,-0.271
2022-01-25,192,96,96,0.354,0.062,68,124,0,24,14,44,0.2644,0.67,0.999,0.021
2022-01-26,192,96,96,0.335,0.014,64,127,1,26,18,38,0.5657,0.77,1.062,-0.646
2022-01-27,192,96,96,0.32,0.035,56,119,17,24,0,36,0.3942,1.05,0.986,-0.688
2022-01-28,136,68,68,0.21,-0.317,26,98,12,8,6,40,0.6034,1.4,1.08,-0.088
2022-01-30,54,27,27,0.352,0.056,19,35,0,6,0,10,0.4843,0.67,0.895,0.407
2022-01-31,190,95,95,0.33,0.002,62,126,2,12,4,40,0.6817,0.89,1.044,0.642
2022-02-01,192,96,96,0.332,0.01,62,125,5,18,4,40,0.3444,1.02,0.972,0.625
2022-02-02,192,96,96,0.342,0.026,63,121,8,16,8,42,0.533,0.81,1.076,0.188
2022-02-03,192,96,96,0.324,0.032,59,123,10,10,0,32,0.145,1.12,1.057,0.292
2022-02-04,136,68,68,0.291,-0.083,37,90,9,10,0,26,0.3052,1.63,1.008,0.294
2022-02-06,56,28,28,0.429,0.286,24,32,0,2,0,10,0.6044,0.93,0.905,-0.143
2022-02-07,192,96,96,0.288,-0.131,55,136,1,24,6,34,0.2813,1.12,1.007,-0.042
2022-02-08,192,96,96,0.302,-0.085,57,132,3,20,2,40,0.4234,1.0,1.012,0.125
2022-02-09,192,96,96,0.328,-0.016,63,129,0,22,10,48,0.3405,0.79,1.02,0.021
2022-02-10,192,96,96,0.365,0.094,70,122,0,12,2,50,0.5927,1.47,1.062,0.021
2022-02-11,136,68,68,0.299,-0.09,38,89,9,22,8,22,0.6106,1.74,1.081,-0.235
2022-02-13,56,28,28,0.255,-0.233,14,41,1,2,0,6,0.1359,1.29,0.738,-0.643
2022-02-14,192,96,96,0.323,-0.04,61,128,3,22,0,34,0.635,1.25,1.018,-0.5
2022-02-15,192,96,96,0.312,0.006,55,121,16,26,16,26,0.5369,1.05,0.992,0.521
2022-02-16,192,96,96,0.328,-0.016,63,129,0,16,0,38,0.2548,1.31,1.16,0.292
2022-02-17,192,96,96,0.226,-0.208,35,120,37,22,14,38,0.5311,1.32,0.909,-0.229
2022-02-18,136,68,68,0.316,-0.051,43,93,0,16,2,36,0.2321,1.1,1.07,-0.441
2022-02-20,56,28,28,0.393,0.179,22,34,0,6,0,10,0.6526,0.96,0.964,0.071
2022-02-21,192,96,96,0.37,0.109,71,121,0,14,0,32,0.5021,1.23,1.047,-0.542
2022-02-22,192,96,96,0.227,-0.29,42,143,7,22,6,34,0.3612,1.26,0.971,-0.021
2022-02-23,192,96,96,0.375,0.125,72,120,0,18,12,48,0.3921,1.08,1.141,-0.396
2022-02-24,192,96,96,0.376,0.137,70,116,6,22,6,36,0.4513,1.93,0.966,-0.104
2022-02-25,136,68,68,0.301,-0.096,41,95,0,18,0,28,0.4534,1.82,1.003,0.441
2022-02-27,56,28,28,0.304,-0.089,17,39,0,4,0,2,0.3428,2.0,0.736,-1.0
2022-02-28,190,95,95,0.328,0.028,58,119,13,6,0,46,0.0831,1.51,0.998,0.347
2022-03-01,192,96,96,0.339,0.021,62,121,9,10,2,42,0.4318,1.64,1.031,-0.521
2022-03-02,192,96,96,0.319,-0.017,59,126,7,22,0,42,0.4479,1.62,1.005,-0.292
2022-03-03,192,96,96,0.385,0.156,74,118,0,32,12,24,0.4191,1.54,1.091,-0.792
2022-03-04,136,68,68,0.235,-0.294,32,104,0,12,0,22,0.4036,1.79,1.043,-0.941
2022-03-06,56,28,28,0.411,0.232,23,33,0,0,0,10,0.1859,2.0,1.019,-0.786
2022-03-07,192,96,96,0.315,-0.031,58,126,8,18,14,28,0.4089,1.9,0.97,-0.042
2022-03-08,192,96,96,0.271,-0.152,49,132,11,22,2,34,0.523,1.64,1.02,0.271
2022-03-09,192,96,96,0.332,0.018,62,125,5,16,0,48,0.368,1.68,1.03,0.604
2022-03-10,192,96,96,0.265,-0.159,48,133,11,24,0,38,0.4284,1.65,1.023,-0.333
2022-03-11,136,68,68,0.346,0.041,46,87,3,16,8,28,0.4961,1.76,1.011,-0.353
2022-03-13,64,32,32,0.297,-0.109,19,45,0,2,0,10,0.4194,1.66,0.967,-0.188
2022-03-14,192,96,96,0.328,-0.016,63,129,0,20,6,38,0.4844,1.83,1.007,0.354
2022-03-15,192,96,96,0.354,0.062,68,124,0,10,0,26,0.5389,1.54,0.993,0.188
2022-03-16,192,96,96,0.285,-0.126,53,133,6,10,0,56,0.2915,1.69,1.071,0.792
2022-03-17,192,96,96,0.354,0.062,68,124,0,18,6,40,0.633,1.47,1.015,0.292
2022-03-18,128,64,64,0.336,0.078,38,75,15,22,0,28,0.4641,1.72,1.013,-0.375
2022-03-20,64,32,32,0.312,-0.062,20,44,0,14,2,10,0.4897,0.81,0.883,-0.25
2022-03-21,192,96,96,0.297,-0.109,57,135,0,26,4,36,0.4599,1.3,1.076,-0.562
2022-03-22,192,96,96,0.379,0.144,72,118,2,24,24,36,0.4119,1.34,0.968,0.417
2022-03-23,192,96,96,0.278,-0.131,52,135,5,24,6,38,0.4405,1.05,1.039,-0.083
2022-03-24,190,95,95,0.295,-0.116,56,134,0,18,16,42,0.4941,1.26,1.026,0.453
2022-03-25,128,64,64,0.367,0.102,47,81,0,20,4,18,0.3975,1.62,0.996,-0.594
2022-03-27,48,24,24,0.333,0.0,16,32,0,4,0,8,0.4992,0.58,1.06,-1.0
2022-03-28,192,96,96,0.286,-0.141,55,137,0,20,0,52,0.5134,1.39,1.023,0.375
2022-03-29,192,96,96,0.31,-0.057,57,127,8,18,12,34,0.2978,1.49,1.02,0.5
2022-03-30,192,96,96,0.364,0.1,67,117,8,28,8,50,0.3345,1.28,1.018,0.958
2022-03-31,192,96,96,0.291,-0.043,50,122,20,18,14,44,0.4982,1.35,1.018,-0.896
2022-04-01,136,68,68,0.307,-0.043,39,88,9,10,0,26,0.4753,1.56,1.038,-0.853
2022-04-03,56,28,28,0.321,-0.036,18,38,0,6,0,12,0.2183,0.32,0.902,0.286
2022-04-04,192,96,96,0.243,-0.24,45,140,7,16,10,42,0.4918,0.97,1.014,-0.792
2022-04-05,192,96,96,0.401,0.203,77,115,0,14,0,42,0.6583,1.01,1.058,-0.708
2022-04-06,190,95,95,0.337,0.034,63,124,3,8,0,28,0.2352,1.37,1.02,-0.074
2022-04-07,192,96,96,0.356,0.076,68,123,1,18,0,32,0.5643,1.32,1.02,-0.354
2022-04-08,136,68,68,0.404,0.213,55,81,0,16,0,32,0.3925,1.46,1.017,0.176
2022-04-10,56,28,28,0.25,-0.25,14,42,0,0,0,12,0.0,1.5,0.921,0.5
2022-04-11,192,96,96,0.281,-0.13,52,133,7,12,0,36,0.3474,1.3,0.992,-0.521
2022-04-12,192,96,96,0.307,-0.078,59,133,0,10,2,42,0.5849,1.17,1.056,-0.479
2022-04-13,192,96,96,0.333,0.0,64,128,0,24,12,36,0.5319,1.33,1.008,0.521
2022-04-14,192,96,96,0.341,0.059,60,116,16,20,2,38,0.3977,1.27,1.041,-0.167
2022-04-15,136,68,68,0.309,-0.074,42,94,0,22,4,22,0.326,0.21,0.967,-0.382
2022-04-17,56,28,28,0.304,-0.089,17,39,0,6,8,16,0.2741,0.71,1.134,-0.357
2022-04-18,192,96,96,0.328,-0.017,62,127,3,22,14,26,0.4273,0.92,1.013,-0.646
2022-04-19,192,96,96,0.285,-0.098,51,128,13,12,8,34,0.4243,1.3,1.041,0.125
2022-04-20,192,96,96,0.316,-0.03,59,128,5,20,8,32,0.3618,1.36,0.985,0.562
2022-04-21,192,96,96,0.324,0.03,56,117,19,22,8,26,0.3864,1.53,1.012,-0.292
2022-04-22,136,68,68,0.412,0.235,56,80,0,8,0,22,0.4337,1.66,1.04,-0.324
2022-04-24,56,28,28,0.357,0.071,20,36,0,4,0,8,0.209,1.0,0.967,0.286
2022-04-25,192,96,96,0.308,-0.035,56,126,10,30,6,36,0.378,1.42,1.03,-0.688
2022-04-26,192,96,96,0.332,0.026,61,123,8,24,16,36,0.4641,1.31,1.035,-0.75
2022-04-27,192,96,96,0.379,0.136,72,118,2,18,6,44,0.4606,1.49,1.062,-0.729
2022-04-28,192,96,96,0.28,-0.132,51,131,10,20,0,42,0.5062,1.55,1.0,-0.292
2022-04-29,136,68,68,0.404,0.213,55,81,0,8,0,28,0.5646,1.88,1.011,0.382
2022-05-01,56,28,28,0.232,-0.304,13,43,0,4,0,10,0.0375,1.61,0.951,-1.0
2022-05-02,190,95,95,0.328,-0.019,62,127,1,24,8,38,0.5523,1.49,1.01,-0.242
2022-05-03,192,96,96,0.294,-0.063,52,125,15,14,0,40,0.6659,1.46,1.01,-0.333
2022-05-04,192,96,96,0.33,0.041,59,120,13,24,16,42,0.5048,1.72,1.099,0.688
2022-05-05,192,96,96,0.349,0.047,67,125,0,26,10,44,0.3748,1.8,1.02,-0.438
2022-05-06,136,68,68,0.371,0.108,49,83,4,8,0,34,0.8317,1.9,1.045,0.088
2022-05-08,54,27,27,0.333,0.0,18,36,0,4,0,12,0.4165,1.3,0.994,-1.0
2022-05-09,192,96,96,0.319,-0.003,59,126,7,14,0,42,0.1914,1.65,1.015,0.292
2022-05-10,192,96,96,0.236,-0.197,37,120,35,22,8,34,0.2769,1.33,1.012,-0.604
2022-05-11,192,96,96,0.261,-0.129,46,130,16,18,2,28,0.5284,1.45,1.051,0.042
2022-05-12,192,96,96,0.328,0.028,60,123,9,24,22,36,0.3143,1.47,1.023,-0.75
2022-05-13,136,68,68,0.276,-0.086,34,89,13,14,0,24,0.5555,1.69,1.025,0.353
2022-05-15,56,28,28,0.339,0.018,19,37,0,16,4,14,0.5632,1.25,1.008,0.357
2022-05-16,192,96,96,0.328,-0.016,63,129,0,28,18,40,0.4096,1.29,1.017,0.646
2022-05-17,192,96,96,0.274,-0.154,51,135,6,20,8,32,0.3626,1.49,1.023,0.812
2022-05-18,192,96,96,0.34,0.017,65,126,1,20,0,30,0.5927,1.44,1.023,-0.604
2022-05-19,192,96,96,0.404,0.22,76,112,4,22,0,42,0.4015,1.45,1.013,0.375
2022-05-20,136,68,68,0.36,0.081,49,87,0,12,0,32,0.4709,1.82,1.03,-0.265
2022-05-22,56,28,28,0.357,0.071,20,36,0,0,0,14,0.0,1.04,0.924,1.0
2022-05-23,192,96,96,0.304,-0.09,58,133,1,16,10,46,0.4936,1.43,1.013,0.667
2022-05-24,192,96,96,0.29,-0.124,54,132,6,22,0,36,0.365,1.41,1.04,0.458
2022-05-25,192,96,96,0.344,0.031,66,126,0,18,2,42,0.4439,1.59,1.038,-0.062
2022-05-26,192,96,96,0.375,0.125,72,120,0,14,0,42,0.3339,1.34,1.005,0.604
2022-05-27,136,68,68,0.425,0.294,57,77,2,20,0,28,0.4489,1.57,0.998,-0.235
2022-05-29,56,28,28,0.321,-0.036,18,38,0,8,2,12,0.498,0.43,1.079,1.0
2022-05-30,192,96,96,0.353,0.059,67,123,2,22,0,42,0.5674,1.1,1.033,0.396
2022-05-31,192,96,96,0.317,-0.034,59,127,6,28,10,38,0.4312,1.33,1.02,-0.229
2022-06-01,192,96,96,0.304,-0.051,52,119,21,26,10,32,0.2752,1.34,1.018,-0.479
2022-06-02,192,96,96,0.339,0.057,63,123,6,22,0,38,0.4283,1.1,1.018,0.979
2022-06-03,136,68,68,0.242,-0.222,29,91,16,14,8,26,0.6341,1.07,1.013,-0.632
2022-06-05,54,27,27,0.296,-0.111,16,38,0,8,0,10,0.6743,0.63,1.046,-0.111
2022-06-06,192,96,96,0.413,0.26,78,111,3,32,8,46,0.4381,1.02,1.041,-0.417
2022-06-07,192,96,96,0.31,-0.056,57,127,8,24,8,50,0.2957,1.32,1.027,0.021
2022-06-08,192,96,96,0.325,-0.025,62,129,1,12,0,30,0.3786,1.1,1.013,-0.167
2022-06-09,192,96,96,0.346,0.094,62,117,13,20,8,34,0.4868,1.27,1.029,-0.396
2022-06-10,136,68,68,0.36,0.081,49,87,0,10,0,28,0.6887,1.57,1.061,-0.529
2022-06-12,56,28,28,0.321,-0.036,18,38,0,8,0,12,0.6475,1.5,0.982,-1.0
2022-06-13,192,96,96,0.302,-0.094,58,134,0,14,0,50,0.2873,1.76,1.065,-0.917
2022-06-14,192,96,96,0.365,0.094,70,122,0,8,4,32,0.4269,1.71,0.976,0.125
2022-06-15,190,95,95,0.313,-0.005,56,123,11,10,2,48,0.3671,1.85,1.076,0.242
2022-06-16,192,96,96,0.359,0.078,69,123,0,14,6,36,0.6605,1.75,1.039,-0.062
2022-06-17,136,68,68,0.385,0.164,52,83,1,10,0,22,0.3566,2.0,0.983,-0.647
2022-06-19,56,28,28,0.393,0.179,22,34,0,8,0,10,0.4528,1.54,1.003,0.571
2022-06-20,192,96,96,0.349,0.047,67,125,0,26,6,34,0.5203,1.41,0.992,0.354
2022-06-21,192,96,96,0.339,0.016,65,127,0,18,4,40,0.2926,1.4,1.017,-0.229
2022-06-22,192,96,96,0.357,0.099,66,119,7,16,0,46,0.4533,1.5,1.076,0.083
2022-06-23,192,96,96,0.257,-0.146,46,133,13,26,14,40,0.3849,1.52,1.002,0.062
2022-06-24,136,68,68,0.305,-0.047,40,91,5,16,6,38,0.2978,1.59,1.047,0.529
2022-06-26,56,28,28,0.357,0.071,20,36,0,6,0,10,0.3956,1.0,0.956,0.714
2022-06-27,192,96,96,0.308,-0.041,57,128,7,18,0,38,0.3253,1.32,1.015,0.104
2022-06-28,192,96,96,0.284,-0.117,50,126,16,28,12,34,0.3998,1.38,1.023,-0.375
2022-06-29,192,96,96,0.278,-0.169,52,135,5,24,16,48,0.5313,1.35,1.022,-0.458
2022-06-30,192,96,96,0.365,0.122,66,115,11,20,0,34,0.5192,1.41,1.034,0.062
2022-07-01,136,68,68,0.331,-0.007,45,91,0,16,6,32,0.2547,1.81,1.022,-0.544
2022-07-03,56,28,28,0.268,-0.196,15,41,0,10,6,16,0.2633,1.0,0.986,0.929
2022-07-04,192,96,96,0.344,0.062,63,120,9,22,18,42,0.4963,1.12,1.004,0.021
2022-07-05,192,96,96,0.363,0.129,66,116,10,22,6,40,0.5846,1.53,1.059,-0.312
2022-07-06,192,96,96,0.315,-0.001,57,124,11,18,10,36,0.3827,1.57,1.02,-0.542
2022-07-07,192,96,96,0.401,0.203,77,115,0,22,6,46,0.3908,1.45,1.006,-0.271
2022-07-08,136,68,68,0.242,-0.219,31,97,8,12,8,28,0.5949,1.81,0.997,0.176
2022-07-10,56,28,28,0.393,0.179,22,34,0,0,0,10,0.0,1.0,1.045,-0.286
2022-07-11,192,96,96,0.328,-0.016,63,129,0,14,6,34,0.4065,1.7,1.056,-1.0
2022-07-12,192,96,96,0.318,-0.047,61,131,0,30,10,28,0.4895,1.6,1.0,-0.271
2022-07-13,192,96,96,0.421,0.28,80,110,2,22,10,38,0.4075,1.66,1.06,-0.042
2022-07-14,192,96,96,0.337,0.022,60,118,14,20,10,50,0.496,1.59,1.019,0.146
2022-07-15,136,68,68,0.279,-0.145,36,93,7,18,10,24,0.4732,1.69,1.011,0.735
2022-07-17,56,28,28,0.357,0.071,20,36,0,4,0,16,0.5013,0.79,1.028,1.0
2022-07-18,192,96,96,0.375,0.125,72,120,0,22,6,52,0.4723,1.46,1.036,0.042
2022-07-19,192,96,96,0.28,-0.078,46,118,28,8,0,44,0.6731,1.58,0.989,0.458
2022-07-20,192,96,96,0.391,0.172,75,117,0,12,0,38,0.5703,1.42,1.036,-0.333
2022-07-21,192,96,96,0.367,0.112,66,114,12,12,6,54,0.3812,1.61,1.054,-0.104
2022-07-22,136,68,68,0.39,0.169,53,83,0,4,0,30,0.0928,1.82,1.048,-0.176
2022-07-24,56,28,28,0.411,0.232,23,33,0,6,0,10,0.3798,1.29,0.965,0.0
2022-07-25,190,95,95,0.301,-0.08,56,130,4,16,18,36,0.2731,1.34,1.028,0.032
2022-07-26,192,96,96,0.378,0.148,70,115,7,18,6,40,0.5487,1.51,1.004,-0.5
2022-07-27,192,96,96,0.286,-0.108,52,130,10,28,4,40,0.3869,1.76,1.068,0.396
2022-07-28,192,96,96,0.349,0.047,67,125,0,26,8,30,0.3794,1.56,1.029,0.229
2022-07-29,136,68,68,0.353,0.059,48,88,0,8,0,36,0.3533,1.94,0.965,0.353
2022-07-31,56,28,28,0.268,-0.196,15,41,0,10,6,14,0.4716,1.39,0.998,0.929
2022-08-01,192,96,96,0.263,-0.211,50,140,2,20,0,24,0.4983,1.45,1.066,0.521
2022-08-02,190,95,95,0.342,0.026,65,125,0,16,0,38,0.4797,1.62,1.014,-0.684
2022-08-03,192,96,96,0.352,0.09,64,118,10,20,8,34,0.3298,1.5,0.976,0.229
2022-08-04,192,96,96,0.279,-0.15,51,132,9,28,4,24,0.3687,1.3,1.013,0.583
2022-08-05,136,68,68,0.31,-0.039,39,87,10,22,6,14,0.3719,1.5,1.058,-0.794
2022-08-07,54,27,27,0.389,0.167,21,33,0,4,0,8,0.6002,0.93,0.891,-0.481
2022-08-08,192,96,96,0.299,-0.052,53,124,15,28,16,30,0.5328,1.12,0.994,0.312
2022-08-09,192,96,96,0.355,0.067,66,120,6,8,0,48,0.5738,0.95,1.039,0.042
